                                                            Re-assigning runtime ids for 6659 block states:
assigned runtime id 230(ovd=1, old=5053) to polished_blackstone_bricks(id=529 staticId=520 data=0) states: [ ] state hash: 529
assigned runtime id 231(ovd=1, old=1003) to chiseled_polished_blackstone(id=534 staticId=484 data=0) states: [ ] state hash: 534
assigned runtime id 232(ovd=1, old=3462) to cracked_polished_blackstone_bricks(id=535 staticId=486 data=0) states: [ ] state hash: 535
assigned runtime id 233(ovd=1, old=4161) to gilded_blackstone(id=536 staticId=506 data=0) states: [ ] state hash: 536
assigned runtime id 234(ovd=1, old=4795) to nether_gold_ore(id=543 staticId=511 data=0) states: [ ] state hash: 543
assigned runtime id 235(ovd=1, old=3601) to crying_obsidian(id=544 staticId=504 data=0) states: [ ] state hash: 544
assigned runtime id 236(ovd=1, old=4878) to polished_blackstone(id=546 staticId=515 data=0) states: [ ] state hash: 546
assigned runtime id 237(ovd=1, old=1002) to chiseled_nether_bricks(id=557 staticId=483 data=0) states: [ ] state hash: 557
assigned runtime id 238(ovd=1, old=3461) to cracked_nether_bricks(id=558 staticId=485 data=0) states: [ ] state hash: 558
assigned runtime id 239(ovd=1, old=5424) to quartz_bricks(id=559 staticId=527 data=0) states: [ ] state hash: 559
assigned runtime id 240(ovd=1, old=6264) to unknown(id=560 staticId=543 data=0) states: [ ] state hash: 560
assigned runtime id 241(ovd=1, old=5947) to stone(id=1 staticId=1 data=0) states: [ stone_type=0 ] state hash: 316367
assigned runtime id 242(ovd=1, old=5948) to stone(id=1 staticId=1 data=1) states: [ stone_type=1 ] state hash: 316368
assigned runtime id 243(ovd=1, old=5949) to stone(id=1 staticId=1 data=2) states: [ stone_type=2 ] state hash: 316369
assigned runtime id 244(ovd=1, old=5950) to stone(id=1 staticId=1 data=3) states: [ stone_type=3 ] state hash: 316370
assigned runtime id 245(ovd=1, old=5951) to stone(id=1 staticId=1 data=4) states: [ stone_type=4 ] state hash: 316371
assigned runtime id 246(ovd=1, old=5952) to stone(id=1 staticId=1 data=5) states: [ stone_type=5 ] state hash: 316372
assigned runtime id 247(ovd=1, old=5953) to stone(id=1 staticId=1 data=6) states: [ stone_type=6 ] state hash: 316373
assigned runtime id 248(ovd=1, old=3794) to dirt(id=3 staticId=3 data=0) states: [ dirt_type=0 ] state hash: 944717
assigned runtime id 249(ovd=1, old=3795) to dirt(id=3 staticId=3 data=1) states: [ dirt_type=1 ] state hash: 944718
assigned runtime id 250(ovd=1, old=4860) to planks(id=5 staticId=5 data=0) states: [ wood_type=0 ] state hash: 1572971
assigned runtime id 251(ovd=1, old=4861) to planks(id=5 staticId=5 data=1) states: [ wood_type=1 ] state hash: 1572972
assigned runtime id 252(ovd=1, old=4862) to planks(id=5 staticId=5 data=2) states: [ wood_type=2 ] state hash: 1572973
assigned runtime id 253(ovd=1, old=4863) to planks(id=5 staticId=5 data=3) states: [ wood_type=3 ] state hash: 1572974
